Card_Code_1,Card_Code_2,Add_Code,Add_Card_KR,Base_Damage_1,Base_Damage_2,Damage_Count,Last_Damage_Count,Fire_Effect_1,Fire_Effect_2,Elec_Effect_1,Elec_Effect_2,Captiv_Effect_1,Captiv_Effect_2,Curse_Effect_1,Curse_Effect_2,Recover_HP,Attack_Effect_Code,Explain_Up_1,Explain_Up_2,Explain_Down
C33,E1A,C33E1A,LV.1 솔로(3타격) + 강화 LV.1 스파크,2,0,3,3,0,0,5,0,0,0,0,0,0,,적에게 2데미지 2~3회 공격!,적에게 2데미지 2~3회 공격!,"마지막 공격 데미지+3, 3회 타격시 손상 +3턴"
C33,M1A,C33M1A,LV.1 솔로(3타격) + 강화 LV.1 매혹,2,0,3,0,0,0,0,0,5,0,0,0,0,,적에게 2데미지 2~3회 공격!,적에게 2데미지 2~3회 공격!,3회 타격시 혼란 +3턴
C33,V1A,C33V1A,LV.1 솔로(3타격) + 강화 LV.1 볼륨 업,4,0,3,0,0,0,0,0,0,0,0,0,0,,적에게 2데미지 2~3회 공격!,적에게 4데미지 2~3회 공격!,기본 공격 데미지 추가!
C33,G1A,C33G1A,LV.1 솔로(3타격) + 강화 LV.1 저주,2,0,3,0,0,0,0,0,0,0,5,0,0,,적에게 2데미지 2~3회 공격!,적에게 2데미지 2~3회 공격!,3회 타격시 약화 +3턴
C34,F1A,C34F1A,LV.2 솔로(3타격) + 강화 LV.1 화염,4,0,3,2,6,0,0,0,0,0,0,0,0,,적에게 4데미지 2~3회 공격!,적에게 4데미지 2~3회 공격!,"마지막 공격 데미지+2, 3회 타격시 화상 +3턴"
C34,E1A,C34E1A,LV.2 솔로(3타격) + 강화 LV.1 스파크,4,0,3,3,0,0,5,0,0,0,0,0,0,,적에게 4데미지 2~3회 공격!,적에게 4데미지 2~3회 공격!,"마지막 공격 데미지+3, 3회 타격시 손상 +3턴"
C34,M1A,C34M1A,LV.2 솔로(3타격) + 강화 LV.1 매혹,4,0,3,0,0,0,0,0,5,0,0,0,0,,적에게 4데미지 2~3회 공격!,적에게 4데미지 2~3회 공격!,3회 타격시 혼란 +3턴
C34,V1A,C34V1A,LV.2 솔로(3타격) + 강화 LV.1 볼륨 업,8,0,3,0,0,0,0,0,0,0,0,0,0,,적에게 4데미지 2~3회 공격!,적에게 8데미지 2~3회 공격!,기본 공격 데미지 추가!
C34,G1A,C34G1A,LV.2 솔로(3타격) + 강화 LV.1 저주,4,0,3,0,0,0,0,0,0,0,5,0,0,,적에게 4데미지 2~3회 공격!,적에게 4데미지 2~3회 공격!,3회 타격시 약화 +3턴
C41,F1A,C41F1A,LV.1 하모닉 웨이브 + 강화 LV.1 화염,6,0,1,0,3,0,0,0,0,0,0,0,3,,적에게 4데미지,적에게 6데미지,체력 3회복
C41,E1A,C41E1A,LV.1 하모닉 웨이브 + 강화 LV.1 스파크,7,0,1,0,0,0,2,0,0,0,0,0,4,,적에게 4데미지,적에게 7데미지,체력 4회복
C41,M1A,C41M1A,LV.1 하모닉 웨이브 + 강화 LV.1 매혹,4,0,1,0,0,0,0,0,2,0,0,0,2,,적에게 4데미지,적에게 4데미지,체력 2회복
C41,V1A,C41V1A,LV.1 하모닉 웨이브 + 강화 LV.1 볼륨 업,8,0,1,0,0,0,0,0,0,0,0,0,4,,적에게 4데미지,적에게 8데미지,체력 4회복
C41,G1A,C41G1A,LV.1 하모닉 웨이브 + 강화 LV.1 저주,4,0,1,0,0,0,0,0,0,0,2,0,2,,적에게 4데미지,적에게 4데미지,체력 2회복
C42,F1A,C42F1A,LV.2 하모닉 웨이브 + 강화 LV.1 화염,8,0,1,0,3,0,0,0,0,0,0,0,4,,적에게 6데미지,적에게 8데미지,체력 4회복
C42,E1A,C42E1A,LV.2 하모닉 웨이브 + 강화 LV.1 스파크,9,0,1,0,0,0,2,0,0,0,0,0,5,,적에게 6데미지,적에게 9데미지,체력 5회복
C42,M1A,C42M1A,LV.2 하모닉 웨이브 + 강화 LV.1 매혹,6,0,1,0,0,0,0,0,2,0,0,0,3,,적에게 6데미지,적에게 6데미지,체력 3회복
C42,V1A,C42V1A,LV.2 하모닉 웨이브 + 강화 LV.1 볼륨 업,12,0,1,0,0,0,0,0,0,0,0,0,6,,적에게 6데미지,적에게 12데미지,체력 6회복
C42,G1A,C42G1A,LV.2 하모닉 웨이브 + 강화 LV.1 저주,6,0,1,0,0,0,0,0,0,0,2,0,3,,적에게 6데미지,적에게 6데미지,체력 3회복
C11,F1B,C11F1B,LV.1 브레이크 + 강화 LV.2 화염,9,0,1,0,4,0,0,0,0,0,0,0,0,,적에게 6데미지,적에게 9데미지,적 화상 4턴 부여
C11,E1B,C11E1B,LV.1 브레이크 + 강화 LV.2 스파크,10,0,1,0,0,0,4,0,0,0,0,0,0,,적에게 6데미지,적에게 10데미지,적 손상 4턴 부여
C11,M1B,C11M1B,LV.1 브레이크 + 강화 LV.2 매혹,6,0,1,0,0,0,0,0,4,0,0,0,0,,적에게 6데미지,적에게 6데미지,적 혼란 4턴 부여
C11,V1B,C11V1B,LV.1 브레이크 + 강화 LV.2 볼륨 업,21,0,1,0,0,0,0,0,0,0,0,0,0,,적에게 6데미지,적에게 21데미지,공격피해 350% 상승
C11,G1B,C11G1B,LV.1 브레이크 + 강화 LV.2 저주,6,0,1,0,0,0,0,0,0,0,4,0,0,,적에게 6데미지,적에게 6데미지,적 약화 4턴 부여
C12,F1B,C12F1B,LV.2 브레이크 + 강화 LV.2 화염,13,0,1,0,4,0,0,0,0,0,0,0,0,,적에게 10데미지,적에게 13데미지,적 화상 4턴 부여
C12,E1B,C12E1B,LV.2 브레이크 + 강화 LV.2 스파크,14,0,1,0,0,0,4,0,0,0,0,0,0,,적에게 10데미지,적에게 14데미지,적 손상 4턴 부여
C12,M1B,C12M1B,LV.2 브레이크 + 강화 LV.2 매혹,10,0,1,0,0,0,0,0,4,0,0,0,0,,적에게 10데미지,적에게 10데미지,적 혼란 4턴 부여
C12,V1B,C12V1B,LV.2 브레이크 + 강화 LV.2 볼륨 업,35,0,1,0,0,0,0,0,0,0,0,0,0,,적에게 10데미지,적에게 35데미지,공격피해 350% 상승
C12,G1B,C12G1B,LV.2 브레이크 + 강화 LV.2 저주,10,0,1,0,0,0,0,0,0,0,4,0,0,,적에게 10데미지,적에게 10데미지,적 약화 4턴 부여
C21,F1B,C21F1B,LV.1 디스토션 + 강화 LV.2 화염,7,5,1,0,3,3,0,0,0,0,0,0,0,,적에게 4데미지,적에게 7데미지,주변 모든 적 5데미지 + 화상 3턴
C21,E1B,C21E1B,LV.1 디스토션 + 강화 LV.2 스파크,8,6,1,0,0,0,3,3,0,0,0,0,0,,적에게 4데미지,적에게 8데미지,주변 모든 적 6데미지 + 손상 3턴
C21,M1B,C21M1B,LV.1 디스토션 + 강화 LV.2 매혹,4,2,1,0,0,0,0,0,3,3,0,0,0,,적에게 4데미지,적에게 4데미지,주변 모든 적 2데미지 + 혼란 3턴
C21,V1B,C21V1B,LV.1 디스토션 + 강화 LV.2 볼륨 업,12,6,1,0,0,0,0,0,0,0,0,0,0,,적에게 4데미지,적에게 12데미지,주변 모든 적 6데미지
C21,G1B,C21G1B,LV.1 디스토션 + 강화 LV.2 저주,4,2,1,0,0,0,0,0,0,0,3,3,0,,적에게 4데미지,적에게 4데미지,주변 모든 적 2데미지 + 약화 3턴
C22,F1B,C22F1B,LV.2 디스토션 + 강화 LV.2 화염,9,7,1,0,3,3,0,0,0,0,0,0,0,,적에게 6데미지,적에게 9데미지,주변 모든 적 7데미지 + 화상 3턴
C22,E1B,C22E1B,LV.2 디스토션 + 강화 LV.2 스파크,10,8,1,0,0,0,3,3,0,0,0,0,0,,적에게 6데미지,적에게 10데미지,주변 모든 적 8데미지 + 손상 3턴
C22,M1B,C22M1B,LV.2 디스토션 + 강화 LV.2 매혹,6,4,1,0,0,0,0,0,3,3,0,0,0,,적에게 6데미지,적에게 6데미지,주변 모든 적 4데미지 + 혼란 3턴
C22,V1B,C22V1B,LV.2 디스토션 + 강화 LV.2 볼륨 업,18,12,1,0,0,0,0,0,0,0,0,0,0,,적에게 6데미지,적에게 18데미지,주변 모든 적 12데미지
C22,G1B,C22G1B,LV.2 디스토션 + 강화 LV.2 저주,6,4,1,0,0,0,0,0,0,0,3,3,0,,적에게 6데미지,적에게 6데미지,주변 모든 적 4데미지 + 약화 3턴
C31,F1B,C31F1B,LV.1 솔로(2타격) + 강화 LV.2 화염,2,0,2,3,3,0,0,0,0,0,0,0,0,,적에게 2데미지 2~3회 공격!,적에게 2데미지 2~3회 공격!,"마지막 공격 데미지+3, 3회 타격시 화상 +3턴"
C31,E1B,C31E1B,LV.1 솔로(2타격) + 강화 LV.2 스파크,2,0,2,4,0,0,3,0,0,0,0,0,0,,적에게 2데미지 2~3회 공격!,적에게 2데미지 2~3회 공격!,"마지막 공격 데미지+4, 3회 타격시 손상 +3턴"
C31,M1B,C31M1B,LV.1 솔로(2타격) + 강화 LV.2 매혹,2,0,2,0,0,0,0,0,3,0,0,0,0,,적에게 2데미지 2~3회 공격!,적에게 2데미지 2~3회 공격!,3회 타격시 혼란 +3턴
C31,V1B,C31V1B,LV.1 솔로(2타격) + 강화 LV.2 볼륨 업,6,0,2,0,0,0,0,0,0,0,0,0,0,,적에게 2데미지 2~3회 공격!,적에게 6데미지 2~3회 공격!,기본 공격 데미지 추가!
C31,G1B,C31G1B,LV.1 솔로(2타격) + 강화 LV.2 저주,2,0,2,0,0,0,0,0,0,0,3,0,0,,적에게 2데미지 2~3회 공격!,적에게 2데미지 2~3회 공격!,3회 타격시 약화 +3턴
C32,F1B,C32F1B,LV.2 솔로(2타격) + 강화 LV.2 화염,4,0,2,3,3,0,0,0,0,0,0,0,0,,적에게 4데미지 2~3회 공격!,적에게 4데미지 2~3회 공격!,"마지막 공격 데미지+3, 3회 타격시 화상 +3턴"
C32,E1B,C32E1B,LV.2 솔로(2타격) + 강화 LV.2 스파크,4,0,2,4,0,0,3,0,0,0,0,0,0,,적에게 4데미지 2~3회 공격!,적에게 4데미지 2~3회 공격!,"마지막 공격 데미지+4, 3회 타격시 손상 +3턴"
C32,M1B,C32M1B,LV.2 솔로(2타격) + 강화 LV.2 매혹,4,0,2,0,0,0,0,0,3,0,0,0,0,,적에게 4데미지 2~3회 공격!,적에게 4데미지 2~3회 공격!,3회 타격시 혼란 +3턴
C32,V1B,C32V1B,LV.2 솔로(2타격) + 강화 LV.2 볼륨 업,12,0,2,0,0,0,0,0,0,0,0,0,0,,적에게 4데미지 2~3회 공격!,적에게 12데미지 2~3회 공격!,기본 공격 데미지 추가!
C32,G1B,C32G1B,LV.2 솔로(2타격)+ 강화 LV.2 저주,4,0,2,0,0,0,0,0,0,0,3,0,0,,적에게 4데미지 2~3회 공격!,적에게 4데미지 2~3회 공격!,3회 타격시 약화 +3턴
C33,F1B,C33F1B,LV.1 솔로(3타격) + 강화 LV.2 화염,2,0,3,3,6,0,0,0,0,0,0,0,0,,적에게 2데미지 2~3회 공격!,적에게 2데미지 2~3회 공격!,"마지막 공격 데미지+3, 3회 타격시 화상 +3턴"
C33,E1B,C33E1B,LV.1 솔로(3타격) + 강화 LV.2 스파크,2,0,3,4,0,0,6,0,0,0,0,0,0,,적에게 2데미지 2~3회 공격!,적에게 2데미지 2~3회 공격!,"마지막 공격 데미지+4, 3회 타격시 손상 +3턴"
C33,M1B,C33M1B,LV.1 솔로(3타격) + 강화 LV.2 매혹,2,0,3,0,0,0,0,0,6,0,0,0,0,,적에게 2데미지 2~3회 공격!,적에게 2데미지 2~3회 공격!,3회 타격시 혼란 +3턴
C33,V1B,C33V1B,LV.1 솔로(3타격) + 강화 LV.2 볼륨 업,6,0,3,0,0,0,0,0,0,0,0,0,0,,적에게 2데미지 2~3회 공격!,적에게 6데미지 2~3회 공격!,기본 공격 데미지 추가!
C33,G1B,C33G1B,LV.1 솔로(3타격) + 강화 LV.2 저주,2,0,3,0,0,0,0,0,0,0,6,0,0,,적에게 2데미지 2~3회 공격!,적에게 2데미지 2~3회 공격!,3회 타격시 약화 +3턴
C34,F1B,C34F1B,LV.2 솔로(3타격) + 강화 LV.2 화염,4,0,3,3,6,0,0,0,0,0,0,0,0,,적에게 4데미지 2~3회 공격!,적에게 4데미지 2~3회 공격!,"마지막 공격 데미지+3, 3회 타격시 화상 +3턴"
C34,E1B,C34E1B,LV.2 솔로(3타격) + 강화 LV.2 스파크,4,0,3,4,0,0,6,0,0,0,0,0,0,,적에게 4데미지 2~3회 공격!,적에게 4데미지 2~3회 공격!,"마지막 공격 데미지+4, 3회 타격시 손상 +3턴"
C34,M1B,C34M1B,LV.2 솔로(3타격) + 강화 LV.2 매혹,4,0,3,0,0,0,0,0,6,0,0,0,0,,적에게 4데미지 2~3회 공격!,적에게 4데미지 2~3회 공격!,3회 타격시 혼란 +3턴
C34,V1B,C34V1B,LV.2 솔로(3타격) + 강화 LV.2 볼륨 업,12,0,3,0,0,0,0,0,0,0,0,0,0,,적에게 4데미지 2~3회 공격!,적에게 12데미지 2~3회 공격!,기본 공격 데미지 추가!
C34,G1B,C34G1B,LV.2 솔로(3타격) + 강화 LV.2 저주,4,0,3,0,0,0,0,0,0,0,6,0,0,,적에게 4데미지 2~3회 공격!,적에게 4데미지 2~3회 공격!,3회 타격시 약화 +3턴
C41,F1B,C41F1B,LV.1 하모닉 웨이브 + 강화 LV.2 화염,7,0,1,0,3,0,0,0,0,0,0,0,4,,적에게 4데미지,적에게 7데미지,체력 4회복
C41,E1B,C41E1B,LV.1 하모닉 웨이브 + 강화 LV.2 스파크,8,0,1,0,0,0,3,0,0,0,0,0,4,,적에게 4데미지,적에게 8데미지,체력 4회복
C41,M1B,C41M1B,LV.1 하모닉 웨이브 + 강화 LV.2 매혹,4,0,1,0,0,0,0,0,3,0,0,0,2,,적에게 4데미지,적에게 4데미지,체력 2회복
C41,V1B,C41V1B,LV.1 하모닉 웨이브 + 강화 LV.2 볼륨 업,12,0,1,0,0,0,0,0,0,0,0,0,6,,적에게 4데미지,적에게 12데미지,체력 6회복
C41,G1B,C41G1B,LV.1 하모닉 웨이브 + 강화 LV.2 저주,4,0,1,0,0,0,0,0,0,0,3,0,2,,적에게 4데미지,적에게 4데미지,체력 2회복
C42,F1B,C42F1B,LV.2 하모닉 웨이브 + 강화 LV.2 화염,9,0,1,0,3,0,0,0,0,0,0,0,5,,적에게 6데미지,적에게 9데미지,체력 5회복
C42,E1B,C42E1B,LV.2 하모닉 웨이브 + 강화 LV.2 스파크,10,0,1,0,0,0,3,0,0,0,0,0,5,,적에게 6데미지,적에게 10데미지,체력 5회복
C42,M1B,C42M1B,LV.2 하모닉 웨이브 + 강화 LV.2 매혹,6,0,1,0,0,0,0,0,3,0,0,0,3,,적에게 6데미지,적에게 6데미지,체력 3회복
C42,V1B,C42V1B,LV.2 하모닉 웨이브 + 강화 LV.2 볼륨 업,18,0,1,0,0,0,0,0,0,0,0,0,9,,적에게 6데미지,적에게 18데미지,체력 9회복
C42,G1B,C42G1B,LV.2 하모닉 웨이브 + 강화 LV.2 저주,6,0,1,0,0,0,0,0,0,0,3,0,3,,적에게 6데미지,적에게 6데미지,체력 3회복
C1A,F11,C1AF11,강화 LV.1 브레이크 + LV.1 화염,10,0,1,0,3,0,0,0,0,0,0,0,0,,적에게 9데미지,적에게 10데미지,적 화상 3턴 부여
C1A,E11,C1AE11,강화 LV.1 브레이크 + LV.1 스파크,11,0,1,0,0,0,2,0,0,0,0,0,0,,적에게 9데미지,적에게 11데미지,적 손상 2턴 부여
C1A,M11,C1AM11,강화 LV.1 브레이크 + LV.1 매혹,9,0,1,0,0,0,0,0,2,0,0,0,0,,적에게 9데미지,적에게 9데미지,적 혼란 2턴 부여
C1A,V11,C1AV11,강화 LV.1 브레이크 + LV.1 볼륨 업,18,0,1,0,0,0,0,0,0,0,0,0,0,,적에게 9데미지,적에게 18데미지,공격피해 100% 상승
C1A,G11,C1AG11,강화 LV.1 브레이크 + LV.1 저주,9,0,1,0,0,0,0,0,0,0,2,0,0,,적에게 9데미지,적에게 9데미지,적 약화 2턴 부여
C1B,F11,C1BF11,강화 LV.2 브레이크 + LV.1 화염,16,0,1,0,3,0,0,0,0,0,0,0,0,,적에게 15데미지,적에게 16데미지,적 화상 3턴 부여
C1B,E11,C1BE11,강화 LV.2 브레이크 + LV.1 스파크,17,0,1,0,0,0,2,0,0,0,0,0,0,,적에게 15데미지,적에게 17데미지,적 손상 2턴 부여
C1B,M11,C1BM11,강화 LV.2 브레이크 + LV.1 매혹,15,0,1,0,0,0,0,0,2,0,0,0,0,,적에게 15데미지,적에게 15데미지,적 혼란 2턴 부여
C1B,V11,C1BV11,강화 LV.2 브레이크 + LV.1 볼륨 업,30,0,1,0,0,0,0,0,0,0,0,0,0,,적에게 15데미지,적에게 30데미지,공격피해 100% 상승
C1B,G11,C1BG11,강화 LV.2 브레이크 + LV.1 저주,15,0,1,0,0,0,0,0,0,0,2,0,0,,적에게 15데미지,적에게 15데미지,적 약화 2턴 부여
C2A,F11,C2AF11,강화 LV.1 디스토션 + LV.1 화염,7,3,1,0,2,2,0,0,0,0,0,0,0,,적에게 6데미지,적에게 7데미지,주변 모든 적 3데미지 + 화상 2턴
C2A,E11,C2AE11,강화 LV.1 디스토션 + LV.1 스파크,8,4,1,0,0,0,1,1,0,0,0,0,0,,적에게 6데미지,적에게 8데미지,주변 모든 적 4데미지 + 손상 1턴
C2A,M11,C2AM11,강화 LV.1 디스토션 + LV.1 매혹,6,2,1,0,0,0,0,0,1,1,0,0,0,,적에게 6데미지,적에게 6데미지,주변 모든 적 2데미지 + 혼란 1턴
C2A,V11,C2AV11,강화 LV.1 디스토션 + LV.1 볼륨 업,9,3,1,0,0,0,0,0,0,0,0,0,0,,적에게 6데미지,적에게 9데미지,주변 모든 적 3데미지
C2A,G11,C2AG11,강화 LV.1 디스토션 + LV.1 저주,6,2,1,0,0,0,0,0,0,0,1,1,0,,적에게 6데미지,적에게 6데미지,주변 모든 적 2데미지 + 약화 1턴
C2B,F11,C2BF11,강화 LV.2 디스토션 + LV.1 화염,10,5,1,0,2,2,0,0,0,0,0,0,0,,적에게 9데미지,적에게 10데미지,주변 모든 적 5데미지 + 화상 2턴
C2B,E11,C2BE11,강화 LV.2 디스토션 + LV.1 스파크,11,6,1,0,0,0,1,1,0,0,0,0,0,,적에게 9데미지,적에게 11데미지,주변 모든 적 6데미지 + 손상 1턴
C2B,M11,C2BM11,강화 LV.2 디스토션 + LV.1 매혹,9,4,1,0,0,0,0,0,1,1,0,0,0,,적에게 9데미지,적에게 9데미지,주변 모든 적 4데미지 + 혼란 1턴
C2B,V11,C2BV11,강화 LV.2 디스토션 + LV.1 볼륨 업,14,6,1,0,0,0,0,0,0,0,0,0,0,,적에게 9데미지,적에게 13.5데미지,주변 모든 적 6데미지
C2B,G11,C2BG11,강화 LV.2 디스토션 + LV.1 저주,9,4,1,0,0,0,0,0,0,0,1,1,0,,적에게 9데미지,적에게 9데미지,주변 모든 적 4데미지 + 약화 1턴
C3A,F11,C3CF11,강화 LV.1 솔로(3타격) + LV.1 화염,3,0,3,1,5,0,0,0,0,0,0,0,0,,적에게 3데미지 무조건 3회 공격!,적에게 3데미지 무조건 3회 공격!,화상 2턴 + 3턴
C3A,E11,C3CE11,강화 LV.1 솔로(3타격) + LV.1 스파크,3,0,3,2,0,0,4,0,0,0,0,0,0,,적에게 3데미지 무조건 3회 공격!,적에게 3데미지 무조건 3회 공격!,손상 1턴 + 3턴
C3A,M11,C3CM11,강화 LV.1 솔로(3타격) + LV.1 매혹,3,0,3,0,0,0,0,0,4,0,0,0,0,,적에게 3데미지 무조건 3회 공격!,적에게 3데미지 무조건 3회 공격!,혼란 1턴 + 3턴
C3A,V11,C3CV11,강화 LV.1 솔로(3타격) + LV.1 볼륨 업,5,0,3,0,0,0,0,0,0,0,0,0,0,,적에게 5데미지 무조건 3회 공격!,적에게 5데미지 무조건 3회 공격!,기본 공격 데미지 추가!
C3A,G11,C3CG11,강화 LV.1 솔로(3타격) + LV.1 저주,3,0,3,0,0,0,0,0,0,0,4,0,0,,적에게 3데미지 무조건 3회 공격!,적에게 3데미지 무조건 3회 공격!,약화 1턴 + 3턴
C3B,F11,C3DF11,강화 LV.2 솔로(3타격) + LV.1 화염,4,0,3,1,5,0,0,0,0,0,0,0,0,,적에게 4데미지 무조건 3회 공격!,적에게 4데미지 무조건 3회 공격!,화상 2턴 + 3턴
C3B,E11,C3DE11,강화 LV.2 솔로(3타격) + LV.1 스파크,4,0,3,2,0,0,4,0,0,0,0,0,0,,적에게 4데미지 무조건 3회 공격!,적에게 4데미지 무조건 3회 공격!,손상 1턴 + 3턴
C3B,M11,C3DM11,강화 LV.2 솔로(3타격) + LV.1 매혹,4,0,3,0,0,0,0,0,4,0,0,0,0,,적에게 4데미지 무조건 3회 공격!,적에게 4데미지 무조건 3회 공격!,혼란 1턴 + 3턴
C3B,V11,C3DV11,강화 LV.2 솔로(3타격) + LV.1 볼륨 업,6,0,3,0,0,0,0,0,0,0,0,0,0,,적에게 6데미지 무조건 3회 공격!,적에게 6데미지 무조건 3회 공격!,기본 공격 데미지 추가!
C3B,G11,C3DG11,강화 LV.2 솔로(3타격) + LV.1 저주,4,0,3,0,0,0,0,0,0,0,4,0,0,,적에게 4데미지 무조건 3회 공격!,적에게 4데미지 무조건 3회 공격!,약화 1턴 + 3턴
C4A,F11,C4AF11,강화 LV.1 하모닉 웨이브 + LV.1 화염,7,0,1,0,2,0,0,0,0,0,0,0,4,,적에게 6데미지,적에게 7데미지,체력 4회복
C4A,E11,C4AE11,강화 LV.1 하모닉 웨이브 + LV.1 스파크,8,0,1,0,0,0,1,0,0,0,0,0,4,,적에게 6데미지,적에게 8데미지,체력 4회복
C4A,M11,C4AM11,강화 LV.1 하모닉 웨이브 + LV.1 매혹,6,0,1,0,0,0,0,0,1,0,0,0,3,,적에게 6데미지,적에게 6데미지,체력 3회복
C4A,V11,C4AV11,강화 LV.1 하모닉 웨이브 + LV.1 볼륨 업,9,0,1,0,0,0,0,0,0,0,0,0,5,,적에게 6데미지,적에게 9데미지,체력 5회복
C4A,G11,C4AG11,강화 LV.1 하모닉 웨이브 + LV.1 저주,6,0,1,0,0,0,0,0,0,0,1,0,3,,적에게 6데미지,적에게 6데미지,체력 3회복
C4B,F11,C4BF11,강화 LV.2 하모닉 웨이브 + LV.1 화염,10,0,1,0,2,0,0,0,0,0,0,0,5,,적에게 9데미지,적에게 10데미지,체력 5회복
C4B,E11,C4BE11,강화 LV.2 하모닉 웨이브 + LV.1 스파크,11,0,1,0,0,0,1,0,0,0,0,0,6,,적에게 9데미지,적에게 11데미지,체력 6회복
C4B,M11,C4BM11,강화 LV.2 하모닉 웨이브 + LV.1 매혹,9,0,1,0,0,0,0,0,1,0,0,0,5,,적에게 9데미지,적에게 9데미지,체력 5회복
C4B,V11,C4BV11,강화 LV.2 하모닉 웨이브 + LV.1 볼륨 업,14,0,1,0,0,0,0,0,0,0,0,0,7,,적에게 9데미지,적에게 13.5데미지,체력 7회복
C4B,G11,C4BG11,강화 LV.2 하모닉 웨이브 + LV.1 저주,9,0,1,0,0,0,0,0,0,0,1,0,5,,적에게 9데미지,적에게 9데미지,체력 5회복
C1A,F1A,C1AF1A,강화 LV.1 브레이크 + 강화 LV.1 화염,11,0,1,0,4,0,0,0,0,0,0,0,0,,적에게 9데미지,적에게 11데미지,적 화상 4턴 부여
C1A,E1A,C1AE1A,강화 LV.1 브레이크 + 강화 LV.1 스파크,12,0,1,0,0,0,3,0,0,0,0,0,0,,적에게 9데미지,적에게 12데미지,적 손상 3턴 부여
C1A,M1A,C1AM1A,강화 LV.1 브레이크 + 강화 LV.1 매혹,9,0,1,0,0,0,0,0,3,0,0,0,0,,적에게 9데미지,적에게 9데미지,적 혼란 3턴 부여
C1A,V1A,C1AV1A,강화 LV.1 브레이크 + 강화 LV.1 볼륨 업,23,0,1,0,0,0,0,0,0,0,0,0,0,,적에게 9데미지,적에게 22.5데미지,공격피해 100% 상승
C1A,G1A,C1AG1A,강화 LV.1 브레이크 + 강화 LV.1 저주,9,0,1,0,0,0,0,0,0,0,3,0,0,,적에게 9데미지,적에게 9데미지,적 약화 3턴 부여
C1B,F1A,C1BF1A,강화 LV.2 브레이크 + 강화 LV.1 화염,17,0,1,0,4,0,0,0,0,0,0,0,0,,적에게 15데미지,적에게 17데미지,적 화상 4턴 부여
C1B,E1A,C1BE1A,강화 LV.2 브레이크 + 강화 LV.1 스파크,18,0,1,0,0,0,3,0,0,0,0,0,0,,적에게 15데미지,적에게 18데미지,적 손상 3턴 부여
C1B,M1A,C1BM1A,강화 LV.2 브레이크 + 강화 LV.1 매혹,15,0,1,0,0,0,0,0,3,0,0,0,0,,적에게 15데미지,적에게 15데미지,적 혼란 3턴 부여
C1B,V1A,C1BV1A,강화 LV.2 브레이크 + 강화 LV.1 볼륨 업,38,0,1,0,0,0,0,0,0,0,0,0,0,,적에게 15데미지,적에게 37.5데미지,공격피해 100% 상승
C1B,G1A,C1BG1A,강화 LV.2 브레이크 + 강화 LV.1 저주,15,0,1,0,0,0,0,0,0,0,3,0,0,,적에게 15데미지,적에게 15데미지,적 약화 3턴 부여
C2A,F1A,C2AF1A,강화 LV.1 디스토션 + 강화 LV.1 화염,8,4,1,0,3,3,0,0,0,0,0,0,0,,적에게 6데미지,적에게 8데미지,주변 모든 적 4데미지 + 화상 3턴
C2A,E1A,C2AE1A,강화 LV.1 디스토션 + 강화 LV.1 스파크,9,5,1,0,0,0,2,2,0,0,0,0,0,,적에게 6데미지,적에게 9데미지,주변 모든 적 5데미지 + 손상 2턴
C2A,M1A,C2AM1A,강화 LV.1 디스토션 + 강화 LV.1 매혹,6,2,1,0,0,0,0,0,2,2,0,0,0,,적에게 6데미지,적에게 6데미지,주변 모든 적 2데미지 + 혼란 2턴
C2A,V1A,C2AV1A,강화 LV.1 디스토션 + 강화 LV.1 볼륨 업,12,4,1,0,0,0,0,0,0,0,0,0,0,,적에게 6데미지,적에게 12데미지,주변 모든 적 4데미지
C2A,G1A,C2AG1A,강화 LV.1 디스토션 + 강화 LV.1 저주,6,2,1,0,0,0,0,0,0,0,2,2,0,,적에게 6데미지,적에게 6데미지,주변 모든 적 2데미지 + 약화 2턴
C2B,F1A,C2BF1A,강화 LV.2 디스토션 + 강화 LV.1 화염,11,6,1,0,3,3,0,0,0,0,0,0,0,,적에게 9데미지,적에게 11데미지,주변 모든 적 6데미지 + 화상 3턴
C2B,E1A,C2BE1A,강화 LV.2 디스토션 + 강화 LV.1 스파크,12,7,1,0,0,0,2,2,0,0,0,0,0,,적에게 9데미지,적에게 12데미지,주변 모든 적 7데미지 + 손상 2턴
C2B,M1A,C2BM1A,강화 LV.2 디스토션 + 강화 LV.1 매혹,9,4,1,0,0,0,0,0,2,2,0,0,0,,적에게 9데미지,적에게 9데미지,주변 모든 적 4데미지 + 혼란 2턴
C2B,V1A,C2BV1A,강화 LV.2 디스토션 + 강화 LV.1 볼륨 업,18,8,1,0,0,0,0,0,0,0,0,0,0,,적에게 9데미지,적에게 18데미지,주변 모든 적 8데미지
C2B,G1A,C2BG1A,강화 LV.2 디스토션 + 강화 LV.1 저주,9,4,1,0,0,0,0,0,0,0,2,2,0,,적에게 9데미지,적에게 9데미지,주변 모든 적 4데미지 + 약화 2턴
C3A,F1A,C3CF1A,강화 LV.1 솔로(3타격) + 강화 LV.1 화염,3,0,3,2,6,0,0,0,0,0,0,0,0,,적에게 3데미지 무조건 3회 공격!,적에게 3데미지 무조건 3회 공격!,화상 3턴 + 3턴
